"ID1","Topic1","ID2","Topic2","Count"
156226,"2017",140342,"berman",6
156466,"andrew goldberg",140342,"berman",10
140342,"berman",140342,"berman",7
158334,"Bryan Starbuck",140342,"berman",6
158792,"starbuck",140342,"berman",8
136509,"1996",156422,"bhishma",20
156266,"1st",156422,"bhishma",24
156226,"2017",156422,"bhishma",130
156425,"273",156422,"bhishma",20
141774,"2nd half",156422,"bhishma",10
141264,"847",156422,"bhishma",20
137553,"april 1st",156422,"bhishma",30
156422,"bhishma",156422,"bhishma",41
158334,"Bryan Starbuck",156422,"bhishma",23
156235,"cto",156422,"bhishma",34
136257,"devkota",156422,"bhishma",21
137361,"dnc",156422,"bhishma",21
145452,"eng",156422,"bhishma",80
156328,"etan",156422,"bhishma",12
150019,"ftp",156422,"bhishma",18
149586,"ftp server",156422,"bhishma",16
140451,"gagan",156422,"bhishma",7
142604,"hellosign",156422,"bhishma",6
156296,"incontact",156422,"bhishma",28
143483,"june 1st",156422,"bhishma",35
139809,"lamichhane",156422,"bhishma",56
148510,"may 2nd",156422,"bhishma",32
152591,"nirajan",156422,"bhishma",10
137623,"oct",156422,"bhishma",37
138536,"october 31",156422,"bhishma",7
156352,"paulus",156422,"bhishma",7
136879,"pokharel",156422,"bhishma",10
136821,"pokhrel",156422,"bhishma",7
156499,"reierson",156422,"bhishma",16
156351,"rowell",156422,"bhishma",31
156424,"schaumburg",156422,"bhishma",20
153316,"sftp",156422,"bhishma",16
136566,"shapiro",156422,"bhishma",16
156242,"shrestha",156422,"bhishma",17
158792,"starbuck",156422,"bhishma",85
156442,"stat",156422,"bhishma",9
142995,"timezone",156422,"bhishma",62
136276,"uploaded",156422,"bhishma",17
156332,"westover",156422,"bhishma",35
137070,"100",151417,"bioinformatics",6
136389,"2016",151417,"bioinformatics",63
156226,"2017",151417,"bioinformatics",52
136114,"adding",151417,"bioinformatics",8
156246,"aws",151417,"bioinformatics",6
151417,"bioinformatics",151417,"bioinformatics",18
158334,"Bryan Starbuck",151417,"bioinformatics",16
156578,"bsc",151417,"bioinformatics",9
156375,"callback",151417,"bioinformatics",6
156235,"cto",151417,"bioinformatics",38
156243,"don’t",151417,"bioinformatics",29
156328,"etan",151417,"bioinformatics",24
158780,"firewall",151417,"bioinformatics",11
156236,"i’m",151417,"bioinformatics",12
156296,"incontact",151417,"bioinformatics",11
156345,"justin mcdonald",151417,"bioinformatics",32
136304,"maharjan",151417,"bioinformatics",8
156352,"paulus",151417,"bioinformatics",26
156351,"rowell",151417,"bioinformatics",21
136275,"saroj",151417,"bioinformatics",25
136566,"shapiro",151417,"bioinformatics",13
136165,"sidekiq",151417,"bioinformatics",6
136113,"ssh",151417,"bioinformatics",7
158792,"starbuck",151417,"bioinformatics",91
138498,"sushil",151417,"bioinformatics",9
156579,"uwo",151417,"bioinformatics",20
146075,"wiki",151417,"bioinformatics",10
136389,"2016",156234,"bitbucket",66
143082,"3.0",156234,"bitbucket",13
144992,"aug 19",156234,"bitbucket",9
139609,"aug 24",156234,"bitbucket",10
156234,"bitbucket",156234,"bitbucket",14
158334,"Bryan Starbuck",156234,"bitbucket",9
148696,"capistrano",156234,"bitbucket",17
156235,"cto",156234,"bitbucket",11
158262,"database",156234,"bitbucket",6
136324,"deployed",156234,"bitbucket",24
136257,"devkota",156234,"bitbucket",11
156236,"i’m",156234,"bitbucket",8
156345,"justin mcdonald",156234,"bitbucket",12
136304,"maharjan",156234,"bitbucket",17
152591,"nirajan",156234,"bitbucket",24
136879,"pokharel",156234,"bitbucket",15
156258,"repo",156234,"bitbucket",34
158793,"roshan",156234,"bitbucket",16
136275,"saroj",156234,"bitbucket",35
138439,"sharma",156234,"bitbucket",11
156242,"shrestha",156234,"bitbucket",7
158792,"starbuck",156234,"bitbucket",32
138498,"sushil",156234,"bitbucket",7
138900,"14th",136241,"blog",9
136510,"2000",136241,"blog",11
156226,"2017",136241,"blog",90
142176,"341",136241,"blog",11
140674,"535",136241,"blog",9
137098,"anymore",136241,"blog",9
156302,"apac",136241,"blog",10
142173,"atlassian",136241,"blog",19
156246,"aws",136241,"blog",19
136241,"blog",136241,"blog",72
156309,"broadsoft",136241,"blog",8
136286,"ceo",136241,"blog",9
137778,"checking",136241,"blog",6
150689,"emea",136241,"blog",10
136142,"facebook",136241,"blog",11
136218,"feedback",136241,"blog",14
156296,"incontact",136241,"blog",206
143147,"jira",136241,"blog",8
136226,"linkedin",136241,"blog",9
156311,"may 25th",136241,"blog",6
142177,"nsw",136241,"blog",11
156261,"postgres",136241,"blog",9
142175,"pty ltd",136241,"blog",11
156245,"rds",136241,"blog",11
151348,"rollback",136241,"blog",12
139543,"san francisco",136241,"blog",11
150147,"sbc",136241,"blog",8
149151,"softphone",136241,"blog",8
156307,"sonus",136241,"blog",8
146706,"twilio",136241,"blog",10
136354,"unsubscribe",136241,"blog",23
142941,"voip",136241,"blog",17
156226,"2017",156309,"broadsoft",8
136241,"blog",156309,"broadsoft",8
156309,"broadsoft",156309,"broadsoft",8
156296,"incontact",156309,"broadsoft",36
156311,"may 25th",156309,"broadsoft",6
150147,"sbc",156309,"broadsoft",8
156307,"sonus",156309,"broadsoft",8
137427,"1.5",158334,"Bryan Starbuck",9
137070,"100",158334,"Bryan Starbuck",16
148722,"110",158334,"Bryan Starbuck",6
140138,"11am",158334,"Bryan Starbuck",7
150575,"195",158334,"Bryan Starbuck",10
136509,"1996",158334,"Bryan Starbuck",12
156266,"1st",158334,"Bryan Starbuck",43
136654,"200",158334,"Bryan Starbuck",6
136335,"2015",158334,"Bryan Starbuck",7
136389,"2016",158334,"Bryan Starbuck",1197
156226,"2017",158334,"Bryan Starbuck",813
151256,"256",158334,"Bryan Starbuck",9
156425,"273",158334,"Bryan Starbuck",18
141774,"2nd half",158334,"Bryan Starbuck",13
143082,"3.0",158334,"Bryan Starbuck",10
138617,"303",158334,"Bryan Starbuck",10
137369,"350",158334,"Bryan Starbuck",10
136575,"3rd",158334,"Bryan Starbuck",6
137901,"400",158334,"Bryan Starbuck",8
156464,"6800",158334,"Bryan Starbuck",8
144145,"6th ave",158334,"Bryan Starbuck",22
141264,"847",158334,"Bryan Starbuck",12
156463,"867",158334,"Bryan Starbuck",8
156462,"954",158334,"Bryan Starbuck",8
137143,"9am",158334,"Bryan Starbuck",7
136114,"adding",158334,"Bryan Starbuck",35
156466,"andrew goldberg",158334,"Bryan Starbuck",32
156386,"andrew weiss",158334,"Bryan Starbuck",32
136435,"asap",158334,"Bryan Starbuck",37
137519,"aug 11",158334,"Bryan Starbuck",12
152149,"aug 17",158334,"Bryan Starbuck",21
144992,"aug 19",158334,"Bryan Starbuck",16
152222,"aug 22",158334,"Bryan Starbuck",6
140968,"aug 3",158334,"Bryan Starbuck",9
144752,"aug 8",158334,"Bryan Starbuck",6
152063,"aug 9",158334,"Bryan Starbuck",10
142691,"august 19",158334,"Bryan Starbuck",6
156586,"august 23",158334,"Bryan Starbuck",6
156246,"aws",158334,"Bryan Starbuck",38
158794,"axosoft",158334,"Bryan Starbuck",9
136207,"backend",158334,"Bryan Starbuck",17
156175,"bellevue",158334,"Bryan Starbuck",9
140342,"berman",158334,"Bryan Starbuck",6
156422,"bhishma",158334,"Bryan Starbuck",23
151417,"bioinformatics",158334,"Bryan Starbuck",16
156234,"bitbucket",158334,"Bryan Starbuck",9
158334,"Bryan Starbuck",158334,"Bryan Starbuck",436
156447,"bryon",158334,"Bryan Starbuck",11
156578,"bsc",158334,"Bryan Starbuck",8
136716,"btw",158334,"Bryan Starbuck",9
156375,"callback",158334,"Bryan Starbuck",19
148696,"capistrano",158334,"Bryan Starbuck",28
137202,"clicking",158334,"Bryan Starbuck",24
150395,"comcast",158334,"Bryan Starbuck",37
136228,"config",158334,"Bryan Starbuck",11
137356,"criteria",158334,"Bryan Starbuck",7
142874,"crm",158334,"Bryan Starbuck",24
156405,"crowder",158334,"Bryan Starbuck",9
136162,"css",158334,"Bryan Starbuck",7
156235,"cto",158334,"Bryan Starbuck",480
158262,"database",158334,"Bryan Starbuck",71
156830,"dec",158334,"Bryan Starbuck",42
138982,"december 15",158334,"Bryan Starbuck",29
136145,"delivered",158334,"Bryan Starbuck",6
136324,"deployed",158334,"Bryan Starbuck",63
136257,"devkota",158334,"Bryan Starbuck",149
141013,"dialed",158334,"Bryan Starbuck",6
156439,"dialer",158334,"Bryan Starbuck",242
137361,"dnc",158334,"Bryan Starbuck",25
142185,"dns",158334,"Bryan Starbuck",17
156622,"dob",158334,"Bryan Starbuck",11
156243,"don’t",158334,"Bryan Starbuck",176
137487,"dont",158334,"Bryan Starbuck",6
143461,"downloaded",158334,"Bryan Starbuck",9
138264,"encrypted",158334,"Bryan Starbuck",50
158779,"encryption",158334,"Bryan Starbuck",10
145452,"eng",158334,"Bryan Starbuck",90
158462,"entered",158334,"Bryan Starbuck",12
156328,"etan",158334,"Bryan Starbuck",197
136520,"ext",158334,"Bryan Starbuck",21
136142,"facebook",158334,"Bryan Starbuck",18
142642,"february 15",158334,"Bryan Starbuck",8
143334,"february 23",158334,"Bryan Starbuck",10
136218,"feedback",158334,"Bryan Starbuck",50
158780,"firewall",158334,"Bryan Starbuck",32
150019,"ftp",158334,"Bryan Starbuck",57
149586,"ftp server",158334,"Bryan Starbuck",23
156346,"ftp site",158334,"Bryan Starbuck",6
141181,"functionality",158334,"Bryan Starbuck",9
158295,"fwd",158334,"Bryan Starbuck",25
136119,"fyi",158334,"Bryan Starbuck",11
140451,"gagan",158334,"Bryan Starbuck",202
140374,"goldberg",158334,"Bryan Starbuck",18
156229,"google",158334,"Bryan Starbuck",6
142951,"google analytics",158334,"Bryan Starbuck",6
136181,"having",158334,"Bryan Starbuck",46
142604,"hellosign",158334,"Bryan Starbuck",14
156633,"hii",158334,"Bryan Starbuck",16
155496,"hipaa",158334,"Bryan Starbuck",16
136091,"honeybadger",158334,"Bryan Starbuck",9
137060,"html",158334,"Bryan Starbuck",7
137811,"i.e",158334,"Bryan Starbuck",6
136352,"i'd",158334,"Bryan Starbuck",20
156236,"i’m",158334,"Bryan Starbuck",145
141554,"ids",158334,"Bryan Starbuck",19
156296,"incontact",158334,"Bryan Starbuck",229
143414,"invision",158334,"Bryan Starbuck",18
141183,"ios",158334,"Bryan Starbuck",128
136388,"iphone",158334,"Bryan Starbuck",13
156363,"isakov",158334,"Bryan Starbuck",41
156467,"jason edwards",158334,"Bryan Starbuck",21
136233,"javascript",158334,"Bryan Starbuck",12
143147,"jira",158334,"Bryan Starbuck",10
156269,"json",158334,"Bryan Starbuck",74
139786,"jul 27",158334,"Bryan Starbuck",10
138336,"jul 28",158334,"Bryan Starbuck",14
139472,"jul 5",158334,"Bryan Starbuck",9
140572,"july 19",158334,"Bryan Starbuck",6
146132,"july 27",158334,"Bryan Starbuck",6
144195,"july 28",158334,"Bryan Starbuck",12
139357,"june 21",158334,"Bryan Starbuck",9
143712,"june 22",158334,"Bryan Starbuck",11
139429,"june 26",158334,"Bryan Starbuck",22
156416,"june 29",158334,"Bryan Starbuck",8
156345,"justin mcdonald",158334,"Bryan Starbuck",411
156468,"kicked out",158334,"Bryan Starbuck",17
139809,"lamichhane",158334,"Bryan Starbuck",13
136226,"linkedin",158334,"Bryan Starbuck",11
136786,"linux",158334,"Bryan Starbuck",6
156430,"lookup",158334,"Bryan Starbuck",8
158471,"lte",158334,"Bryan Starbuck",6
136304,"maharjan",158334,"Bryan Starbuck",73
140756,"march 11",158334,"Bryan Starbuck",17
143565,"may 10",158334,"Bryan Starbuck",19
143523,"may 16",158334,"Bryan Starbuck",58
143317,"may 17",158334,"Bryan Starbuck",25
138138,"may 18",158334,"Bryan Starbuck",12
137862,"may 1st",158334,"Bryan Starbuck",38
148510,"may 2nd",158334,"Bryan Starbuck",14
141236,"may 30",158334,"Bryan Starbuck",46
156475,"mcdonald",158334,"Bryan Starbuck",22
156429,"messed up",158334,"Bryan Starbuck",7
136326,"microsoft",158334,"Bryan Starbuck",11
143028,"mysql",158334,"Bryan Starbuck",9
156585,"nanpa",158334,"Bryan Starbuck",6
157344,"newrelic",158334,"Bryan Starbuck",14
142931,"nginx",158334,"Bryan Starbuck",6
152591,"nirajan",158334,"Bryan Starbuck",43
137139,"nov",158334,"Bryan Starbuck",14
140446,"nov 22",158334,"Bryan Starbuck",52
139539,"nov 23",158334,"Bryan Starbuck",9
142761,"november 14",158334,"Bryan Starbuck",6
140447,"november 22",158334,"Bryan Starbuck",221
156700,"o'hair",158334,"Bryan Starbuck",6
137623,"oct",158334,"Bryan Starbuck",15
142763,"oct 26",158334,"Bryan Starbuck",12
141531,"october 11",158334,"Bryan Starbuck",7
140699,"october 19",158334,"Bryan Starbuck",9
140508,"october 26",158334,"Bryan Starbuck",15
138536,"october 31",158334,"Bryan Starbuck",8
156440,"office 365",158334,"Bryan Starbuck",18
156352,"paulus",158334,"Bryan Starbuck",503
136879,"pokharel",158334,"Bryan Starbuck",21
136821,"pokhrel",158334,"Bryan Starbuck",48
156261,"postgres",158334,"Bryan Starbuck",37
142180,"postgresql",158334,"Bryan Starbuck",16
156245,"rds",158334,"Bryan Starbuck",17
137533,"recruiting",158334,"Bryan Starbuck",8
143187,"redmond",158334,"Bryan Starbuck",9
156499,"reierson",158334,"Bryan Starbuck",69
156258,"repo",158334,"Bryan Starbuck",40
136086,"ror",158334,"Bryan Starbuck",16
158793,"roshan",158334,"Bryan Starbuck",74
156351,"rowell",158334,"Bryan Starbuck",460
151965,"runscope",158334,"Bryan Starbuck",18
156465,"sabath",158334,"Bryan Starbuck",137
139147,"san francisco ca",158334,"Bryan Starbuck",12
136275,"saroj",158334,"Bryan Starbuck",161
156424,"schaumburg",158334,"Bryan Starbuck",12
137085,"sean",158334,"Bryan Starbuck",17
145235,"security",158334,"Bryan Starbuck",19
144485,"sep 2",158334,"Bryan Starbuck",7
156640,"september 13",158334,"Bryan Starbuck",13
139474,"september 15",158334,"Bryan Starbuck",9
143302,"september 29",158334,"Bryan Starbuck",7
142871,"september 30",158334,"Bryan Starbuck",12
153316,"sftp",158334,"Bryan Starbuck",24
136566,"shapiro",158334,"Bryan Starbuck",113
138439,"sharma",158334,"Bryan Starbuck",36
156242,"shrestha",158334,"Bryan Starbuck",322
136165,"sidekiq",158334,"Bryan Starbuck",10
136173,"skype",158334,"Bryan Starbuck",21
149151,"softphone",158334,"Bryan Starbuck",8
136809,"sql",158334,"Bryan Starbuck",9
146927,"ssl",158334,"Bryan Starbuck",6
156833,"ssn",158334,"Bryan Starbuck",6
156348,"st cloud mn",158334,"Bryan Starbuck",38
158792,"starbuck",158334,"Bryan Starbuck",1446
156250,"startup",158334,"Bryan Starbuck",7
136180,"startups",158334,"Bryan Starbuck",11
156442,"stat",158334,"Bryan Starbuck",9
138498,"sushil",158334,"Bryan Starbuck",67
140180,"sweeney",158334,"Bryan Starbuck",30
156607,"synch",158334,"Bryan Starbuck",13
156611,"tcp connection",158334,"Bryan Starbuck",9
156359,"tcpa",158334,"Bryan Starbuck",8
141718,"the ceo",158334,"Bryan Starbuck",19
142981,"the db",158334,"Bryan Starbuck",7
141388,"the r",158334,"Bryan Starbuck",7
142930,"timeout",158334,"Bryan Starbuck",19
142995,"timezone",158334,"Bryan Starbuck",17
136276,"uploaded",158334,"Bryan Starbuck",15
136201,"usa",158334,"Bryan Starbuck",6
143784,"user id",158334,"Bryan Starbuck",6
136213,"username",158334,"Bryan Starbuck",16
156579,"uwo",158334,"Bryan Starbuck",16
136394,"we'd",158334,"Bryan Starbuck",22
156257,"webapp",158334,"Bryan Starbuck",18
156730,"westbrook",158334,"Bryan Starbuck",9
156332,"westover",158334,"Bryan Starbuck",75
156443,"westy",158334,"Bryan Starbuck",7
149376,"whitelist",158334,"Bryan Starbuck",14
153668,"whitelisting",158334,"Bryan Starbuck",19
156417,"whitepages",158334,"Bryan Starbuck",20
146075,"wiki",158334,"Bryan Starbuck",13
136654,"200",156447,"bryon",16
156226,"2017",156447,"bryon",531
140565,"248",156447,"bryon",172
140674,"535",156447,"bryon",202
152222,"aug 22",156447,"bryon",46
139609,"aug 24",156447,"bryon",138
141202,"aug 25",156447,"bryon",432
139369,"august 25",156447,"bryon",56
158334,"Bryan Starbuck",156447,"bryon",11
156447,"bryon",156447,"bryon",61
156375,"callback",156447,"bryon",239
142939,"callbacks",156447,"bryon",328
136228,"config",156447,"bryon",28
136257,"devkota",156447,"bryon",8
156243,"don’t",156447,"bryon",7
136119,"fyi",156447,"bryon",49
136181,"having",156447,"bryon",10
136091,"honeybadger",156447,"bryon",46
156236,"i’m",156447,"bryon",11
156269,"json",156447,"bryon",31
143483,"june 1st",156447,"bryon",14
156345,"justin mcdonald",156447,"bryon",7
156430,"lookup",156447,"bryon",40
136304,"maharjan",156447,"bryon",253
143565,"may 10",156447,"bryon",7
143317,"may 17",156447,"bryon",7
156429,"messed up",156447,"bryon",7
156352,"paulus",156447,"bryon",7
156351,"rowell",156447,"bryon",20
139147,"san francisco ca",156447,"bryon",510
136275,"saroj",156447,"bryon",705
136173,"skype",156447,"bryon",100
156833,"ssn",156447,"bryon",35
158792,"starbuck",156447,"bryon",18
156448,"the callback",156447,"bryon",70
142622,"timestamp",156447,"bryon",46
136389,"2016",156578,"bsc",24
156226,"2017",156578,"bsc",24
151417,"bioinformatics",156578,"bsc",9
158334,"Bryan Starbuck",156578,"bsc",8
156578,"bsc",156578,"bsc",9
156375,"callback",156578,"bsc",6
156235,"cto",156578,"bsc",14
156243,"don’t",156578,"bsc",6
156328,"etan",156578,"bsc",19
156345,"justin mcdonald",156578,"bsc",16
156352,"paulus",156578,"bsc",12
156351,"rowell",156578,"bsc",13
136566,"shapiro",156578,"bsc",12
158792,"starbuck",156578,"bsc",33
156579,"uwo",156578,"bsc",9
146075,"wiki",156578,"bsc",10
136389,"2016",136716,"btw",69
156226,"2017",136716,"btw",9
141774,"2nd half",136716,"btw",18
156386,"andrew weiss",136716,"btw",6
158334,"Bryan Starbuck",136716,"btw",9
136716,"btw",136716,"btw",12
142874,"crm",136716,"btw",10
158262,"database",136716,"btw",9
136257,"devkota",136716,"btw",10
156622,"dob",136716,"btw",8
156243,"don’t",136716,"btw",14
145452,"eng",136716,"btw",14
156249,"feb",136716,"btw",18
142642,"february 15",136716,"btw",6
140451,"gagan",136716,"btw",11
136181,"having",136716,"btw",7
136352,"i'd",136716,"btw",9
156236,"i’m",136716,"btw",11
156296,"incontact",136716,"btw",10
156363,"isakov",136716,"btw",30
140756,"march 11",136716,"btw",9
142763,"oct 26",136716,"btw",6
140508,"october 26",136716,"btw",7
156352,"paulus",136716,"btw",30
156351,"rowell",136716,"btw",26
136566,"shapiro",136716,"btw",9
156242,"shrestha",136716,"btw",13
158792,"starbuck",136716,"btw",45
137427,"1.5",156375,"callback",6
156266,"1st",156375,"callback",28
136654,"200",156375,"callback",8
136389,"2016",156375,"callback",7
156226,"2017",156375,"callback",272
140565,"248",156375,"callback",56
141774,"2nd half",156375,"callback",19
140674,"535",156375,"callback",71
136114,"adding",156375,"callback",12
152222,"aug 22",156375,"callback",16
139609,"aug 24",156375,"callback",48
141202,"aug 25",156375,"callback",212
139369,"august 25",156375,"callback",24
151417,"bioinformatics",156375,"callback",6
158334,"Bryan Starbuck",156375,"callback",19
156447,"bryon",156375,"callback",239
156578,"bsc",156375,"callback",6
156375,"callback",156375,"callback",44
142939,"callbacks",156375,"callback",127
156235,"cto",156375,"callback",14
136257,"devkota",156375,"callback",26
156439,"dialer",156375,"callback",7
156243,"don’t",156375,"callback",17
145452,"eng",156375,"callback",81
158462,"entered",156375,"callback",8
156328,"etan",156375,"callback",53
136119,"fyi",156375,"callback",16
140451,"gagan",156375,"callback",8
140624,"google docs",156375,"callback",8
142604,"hellosign",156375,"callback",13
136091,"honeybadger",156375,"callback",16
156236,"i’m",156375,"callback",7
156296,"incontact",156375,"callback",17
141183,"ios",156375,"callback",10
156269,"json",156375,"callback",10
143483,"june 1st",156375,"callback",42
156345,"justin mcdonald",156375,"callback",22
156430,"lookup",156375,"callback",17
136304,"maharjan",156375,"callback",113
138138,"may 18",156375,"callback",7
148510,"may 2nd",156375,"callback",41
156475,"mcdonald",156375,"callback",20
152591,"nirajan",156375,"callback",6
137139,"nov",156375,"callback",19
156352,"paulus",156375,"callback",35
136879,"pokharel",156375,"callback",6
156351,"rowell",156375,"callback",38
139147,"san francisco ca",156375,"callback",182
136275,"saroj",156375,"callback",294
136566,"shapiro",156375,"callback",44
156242,"shrestha",156375,"callback",12
136173,"skype",156375,"callback",46
158792,"starbuck",156375,"callback",51
156448,"the callback",156375,"callback",31
142622,"timestamp",156375,"callback",16
156579,"uwo",156375,"callback",6
156266,"1st",142939,"callbacks",15
136654,"200",142939,"callbacks",9
156226,"2017",142939,"callbacks",242
140565,"248",142939,"callbacks",81
141774,"2nd half",142939,"callbacks",6
140674,"535",142939,"callbacks",97
152222,"aug 22",142939,"callbacks",25
139609,"aug 24",142939,"callbacks",75
141202,"aug 25",142939,"callbacks",232
139369,"august 25",142939,"callbacks",31
156447,"bryon",142939,"callbacks",328
156375,"callback",142939,"callbacks",127
142939,"callbacks",142939,"callbacks",31
156830,"dec",142939,"callbacks",15
145452,"eng",142939,"callbacks",30
136119,"fyi",142939,"callbacks",25
136091,"honeybadger",142939,"callbacks",25
143483,"june 1st",142939,"callbacks",10
156430,"lookup",142939,"callbacks",22
136304,"maharjan",142939,"callbacks",120
148510,"may 2nd",142939,"callbacks",15
156475,"mcdonald",142939,"callbacks",7
137139,"nov",142939,"callbacks",6
156351,"rowell",142939,"callbacks",7
139147,"san francisco ca",142939,"callbacks",249
136275,"saroj",142939,"callbacks",346
136566,"shapiro",142939,"callbacks",6
136173,"skype",142939,"callbacks",54
156448,"the callback",142939,"callbacks",39
142622,"timestamp",142939,"callbacks",25
136389,"2016",149652,"caller id",103
137369,"350",149652,"caller id",6
156466,"andrew goldberg",149652,"caller id",7
149652,"caller id",149652,"caller id",6
156439,"dialer",149652,"caller id",92
156296,"incontact",149652,"caller id",30
141183,"ios",149652,"caller id",10
156345,"justin mcdonald",149652,"caller id",86
140446,"nov 22",149652,"caller id",15
140447,"november 22",149652,"caller id",91
156352,"paulus",149652,"caller id",97
156351,"rowell",149652,"caller id",21
156465,"sabath",149652,"caller id",61
149151,"softphone",149652,"caller id",7
158792,"starbuck",149652,"caller id",31
156266,"1st",148696,"capistrano",24
136389,"2016",148696,"capistrano",211
139845,"700",148696,"capistrano",16
144992,"aug 19",148696,"capistrano",66
152222,"aug 22",148696,"capistrano",16
141202,"aug 25",148696,"capistrano",24
142691,"august 19",148696,"capistrano",22
139610,"august 24",148696,"capistrano",16
139369,"august 25",148696,"capistrano",18
156234,"bitbucket",148696,"capistrano",17
158334,"Bryan Starbuck",148696,"capistrano",28
148696,"capistrano",148696,"capistrano",42
143554,"chmod",148696,"capistrano",16
136228,"config",148696,"capistrano",22
156235,"cto",148696,"capistrano",31
158262,"database",148696,"capistrano",39
136324,"deployed",148696,"capistrano",162
136257,"devkota",148696,"capistrano",19
156243,"don’t",148696,"capistrano",42
145452,"eng",148696,"capistrano",18
156249,"feb",148696,"capistrano",24
140451,"gagan",148696,"capistrano",38
136181,"having",148696,"capistrano",16
141183,"ios",148696,"capistrano",27
151396,"jruby",148696,"capistrano",32
156269,"json",148696,"capistrano",70
136786,"linux",148696,"capistrano",36
156261,"postgres",148696,"capistrano",7
156258,"repo",148696,"capistrano",182
158793,"roshan",148696,"capistrano",42
136221,"screenshots",148696,"capistrano",22
156640,"september 13",148696,"capistrano",22
138439,"sharma",148696,"capistrano",72
156242,"shrestha",148696,"capistrano",50
136113,"ssh",148696,"capistrano",16
158792,"starbuck",148696,"capistrano",73
138498,"sushil",148696,"capistrano",42
141388,"the r",148696,"capistrano",17
156226,"2017",136286,"ceo",10
147944,"aha",136286,"ceo",11
136241,"blog",136286,"ceo",9
136286,"ceo",136286,"ceo",8
137778,"checking",136286,"ceo",6
136142,"facebook",136286,"ceo",12
143565,"may 10",136286,"ceo",9
158792,"starbuck",136286,"ceo",6
141718,"the ceo",136286,"ceo",6
146706,"twilio",136286,"ceo",9
136354,"unsubscribe",136286,"ceo",8
136389,"2016",137778,"checking",53
136241,"blog",137778,"checking",6
136286,"ceo",137778,"checking",6
137778,"checking",137778,"checking",13
156235,"cto",137778,"checking",17
156243,"don’t",137778,"checking",17
158780,"firewall",137778,"checking",10
156345,"justin mcdonald",137778,"checking",6
136304,"maharjan",137778,"checking",7
156351,"rowell",137778,"checking",14
136275,"saroj",137778,"checking",17
136165,"sidekiq",137778,"checking",6
158792,"starbuck",137778,"checking",40
138498,"sushil",137778,"checking",9
146706,"twilio",137778,"checking",6
136389,"2016",143554,"chmod",26
139845,"700",143554,"chmod",7
141202,"aug 25",143554,"chmod",7
148696,"capistrano",143554,"chmod",16
143554,"chmod",143554,"chmod",7
136324,"deployed",143554,"chmod",10
156243,"don’t",143554,"chmod",11
140451,"gagan",143554,"chmod",11
151396,"jruby",143554,"chmod",10
156269,"json",143554,"chmod",21
136786,"linux",143554,"chmod",11
158793,"roshan",143554,"chmod",8
156242,"shrestha",143554,"chmod",13
136389,"2016",143220,"clicked",7
156226,"2017",143220,"clicked",40
157335,"ambari",143220,"clicked",10
143220,"clicked",143220,"clicked",13
156235,"cto",143220,"clicked",7
136257,"devkota",143220,"clicked",13
156243,"don’t",143220,"clicked",6
145452,"eng",143220,"clicked",72
156328,"etan",143220,"clicked",9
140451,"gagan",143220,"clicked",10
142604,"hellosign",143220,"clicked",10
143483,"june 1st",143220,"clicked",18
156345,"justin mcdonald",143220,"clicked",9
136304,"maharjan",143220,"clicked",7
137862,"may 1st",143220,"clicked",46
148510,"may 2nd",143220,"clicked",43
156475,"mcdonald",143220,"clicked",10
156412,"monit",143220,"clicked",23
156352,"paulus",143220,"clicked",11
156351,"rowell",143220,"clicked",8
136275,"saroj",143220,"clicked",11
136566,"shapiro",143220,"clicked",8
156242,"shrestha",143220,"clicked",16
158792,"starbuck",143220,"clicked",22
156266,"1st",137202,"clicking",16
136389,"2016",137202,"clicking",513
156226,"2017",137202,"clicking",47
141774,"2nd half",137202,"clicking",39
137901,"400",137202,"clicking",24
136114,"adding",137202,"clicking",9
156386,"andrew weiss",137202,"clicking",7
136435,"asap",137202,"clicking",9
158334,"Bryan Starbuck",137202,"clicking",24
137202,"clicking",137202,"clicking",42
156235,"cto",137202,"clicking",15
156830,"dec",137202,"clicking",8
156365,"defaulted",137202,"clicking",9
136145,"delivered",137202,"clicking",9
136324,"deployed",137202,"clicking",26
136257,"devkota",137202,"clicking",13
136621,"discussed",137202,"clicking",12
156243,"don’t",137202,"clicking",33
145452,"eng",137202,"clicking",87
156328,"etan",137202,"clicking",7
156249,"feb",137202,"clicking",37
142642,"february 15",137202,"clicking",6
140451,"gagan",137202,"clicking",22
136181,"having",137202,"clicking",19
142604,"hellosign",137202,"clicking",20
137811,"i.e",137202,"clicking",18
156236,"i’m",137202,"clicking",54
141554,"ids",137202,"clicking",27
156269,"json",137202,"clicking",145
156430,"lookup",137202,"clicking",9
148510,"may 2nd",137202,"clicking",39
152591,"nirajan",137202,"clicking",6
137139,"nov",137202,"clicking",16
141531,"october 11",137202,"clicking",27
140699,"october 19",137202,"clicking",27
156352,"paulus",137202,"clicking",24
136821,"pokhrel",137202,"clicking",9
156499,"reierson",137202,"clicking",13
156351,"rowell",137202,"clicking",20
151965,"runscope",137202,"clicking",27
149935,"scoreboard",137202,"clicking",10
143302,"september 29",137202,"clicking",15
142871,"september 30",137202,"clicking",30
136566,"shapiro",137202,"clicking",6
156242,"shrestha",137202,"clicking",519
136173,"skype",137202,"clicking",6
158792,"starbuck",137202,"clicking",478
156359,"tcpa",137202,"clicking",21
136654,"200",150395,"comcast",27
